Titolo;Contenuto
DLgs 115/08, L.R. 26/04 e L. 241/90. Autorizzazione unica del progetto della centrale di cogenerazione e teleriscaldamento, da realizzare in Via per Sassuolo n. 565, in comune di Vignola (MO). Proponente Vignola Energia Srl;La Provincia di Modena, autorità competente, ai sensi della L.R. 26/04, per il procedimento unico di autorizzazione alla realizzazione ed all’esercizio degli impianti per la produzione di energia elettrica, comunica quanto segue.
DLgs 387/03, DM 10/9/2010, LR. 26/04 e L. 241/90 – Procedura unica per l’autorizzazione dell’impianto per produzione di energia elettrica di potenza 999kW da biogas originato dalla fermentazione anaerobica di colture dedicate e sottoprodotti agro-industriali provenienti dallo zuccherificio, localizzato nei pressi delle Vie Valle Acquosa e Canalazzo, in comune di Finale Emilia (MO) – Proponente Co.Pro.B. Sca. Avviso di deposito;La Provincia di Modena avvisa che la Società CO.PRO.B. Cooperativa Agricoltori Bieticoli Soc. Agr. Coop, con sede legale in Via Mora n.56, in Comune di Minerbio (BO), il giorno 18/7/2011 ha presentato alla Provincia di Modena domanda (ns. prot. 69271/8.9.5 del 21/7/2011) per ottenere l’autorizzazione alla costruzione e all’esercizio dell’impianto in oggetto.
DLgs 115/08 e L. 241/90 – Procedura unica per l’autorizzazione di un impianto di cogenerazione alimentato a gas naturale presso l’ospedale Sant’Agostino ed Estense, in località Baggiovara, in Comune di Modena – Proponente Azienda USL di Modena;La Provincia di Modena, autorità competente, ai sensi della L.R. 26/04, per il procedimento unico di autorizzazione alla realizzazione ed all’esercizio degli impianti per la produzione di energia elettrica, comunica quanto segue.
Dlgs 387/03, D.M. 10/09/2010, L.R. 26/04, L.R. 9/99, Dlgs 152/06 e L. 241/90 – Procedura unica per l’autorizzazione dell’impianto per la produzione di energia elettrica e termica da biomasse di origine animale da localizzare presso l’esistente stabilimento Inalca di Via Spilamberto n.30/c, Comune di Castelvetro di Modena (MO) – Proponente: INALCA Spa. Avviso di deposito;La Provincia di Modena avvisa che la Società Inalca Spa, con sede legale in Via Spilamberto n. 30/c, in Comune di Castelvetro (MO), il 7/7/2011 ha presentato alla Provincia di Modena domanda (ns. prot. 65270/8.9.5 del 11/7/2011) per ottenere l’autorizzazione alla costruzione e all’esercizio dell’impianto in oggetto, localizzato presso il proprio stabilimento di Via Spilamberto, in comune di Castelvetro di Modena (MO).
Modifica, ai sensi del DLgs 387/03 e della L.R. 26/04, all'autorizzazione unica all'impianto di produzione di energia elettrica alimentato a fonti rinnovabili in comune di Conselice di proprietà di Unigrà rilasciata con delibera di Giunta 1778/09;
"Procedure in materia di impatto ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni con dichiarazione di concorrenza eccezionale (art. 10 del TU 1775/1933) – Procedura di Autorizzazione Unica DLgs 387/03 - Procedura di variazione agli strumenti urbanistici, L.R. 18 maggio 1999, n. 9, come modificata dalla L.R. 16 novembre 2000, n. 35 - Procedura espropriativa L.R. 19 dicembre 2002, n. 37, e successive modifiche e integrazioni; L.R. 22 febbraio 1993, n. 10, e successive modifiche e integrazioni - Titolo III – Progetto di impianto idroelettrico sul torrente Limentra nel comune di Grizzana Morandi, località Molino Rizzoni presentato da Experts Plus ltd; progetto di impianto idroelettrico sul torrente Limentra nei comuni di Grizzana Morandi e Camugnano (BO), località Molino Rizzoni presentato da E-Vento acqua Sas. Ripubblicazione a seguito di integrazioni";L’Autorità competente per la Valutazione di impatto ambientale: Regione Emilia-Romagna - Servizio Valutazione impatto e Promozione sostenibilità ambientale avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9, come modificata dalla Legge regionale 16 novembre 2000, n. 35, nonché ai sensi del R.R. 20 novembre 2001 n. 41, del R.D. 1775 dell’11 dicembre 1933, del DPR n. 327 dell’8 giugno 2001 e della L.R. 37/02 sono stati depositati, per la libera consultazione da parte dei soggetti interessati, integrazioni progettuali volontarie per l’effettuazione della procedura di VIA, relativi ai progetti:
Avviso di emessa autorizzazione ex art. 2, comma 1, L.R. 10/93 alla costruzione ed esercizio di un elettrodotto della lunghezza di 1,090 km ca, a favore di Zena Srl, nell'ambito dell'autorizzazione unica alla costruzione ed esercizio di un impianto fotovoltaico della potenza di 0,999 Mwe,in località Tintoria, comune di Minerbio, rilasciata dalla Provincia di Bologna (Det. Dir. P.G. 99369 del 9/6/2011), ai sensi dell'art. 12 DLgs 387/03, alla ditta Zena. Art.3, comma 1, L.R. 10/93;"Il Dirigente del Servizio di Pianificazione ambientale della Provincia di Bologna rende noto che con propria determinazione, immediatamente esecutiva, P.G.99369 del 9/6/2011, è stata rilasciata a favore di Zena Srl (P.I. 03068371206; sede legale Vicolo Stradone 10, Minerbio), l’Autorizzazione Unica ex art.12 DLgs 387/2003 alla costruzione ed esercizio dell’impianto fotovolatico in oggetto, comprensiva dell’autorizzazione ai sensi dell’art. 2, comma 1, L.R. 10/93, alla realizzazione ed esercizio delle opere elettriche accessorie costituite da una nuova linea elettrica in cavo sotterraneo cordato ad elica a 15 KV, della lunghezza di 1,090 km ca e da una cabina MT, opere ed infrastrutture connesse all’impianto F.E.R. Si dà atto, inoltre, che per le aree immobiliari interessate dall’infrastruttura di rete la ditta autorizzata ha sottoscritto prima del rilascio del titolo autorizzatorio, con il gestore della rete elettrica, ENEL SpA e con la proprietà, un contratto di servitù inamovibile di elettrodotto interrato per l’intera durata dell’impianto principale."
"DLgs 387/03, DM. 10/9/2010, L.R. 26/04 e L. 241/90 - Procedura unica per l’autorizzazione di un impianto fotovoltaico a terra della potenza di 999 kWp denominato ""SV Medolla I"", localizzato in Via Guercinesca Est, in comune di Medolla (MO)– Proponente: SV Emilia Srl. Avviso di deposito";La Provincia di Modena avvisa che il giorno 11/5/2011 la Società SV Emilia Srl, con sede legale in Galleria S. Babila n.4/b, in Comune di Milano, ha presentato alla Provincia di Modena domanda (ns. prot. 45800/8.9.5 del 12/5/2011) per ottenere l’autorizzazione alla costruzione e all’esercizio dell’impianto fotovoltaico in oggetto, denominato “SV Medolla I”.
"DLgs 387/03, DM. 10/09/2010, L.R. 26/04 e L. 241/90 - Procedura unica per l’autorizzazione di un impianto fotovoltaico a terra della potenza di 999 kWp denominato ""SV Nonantola I"", localizzato in Via Guercinesca Est, in comune di Nonantola (MO) – Proponente: SV Emilia Srl. Avviso di deposito";La Provincia di Modena avvisa che il giorno 11/5/2011 la Società SV Emilia Srl, con sede legale in Galleria S. Babila n.4/b, in Comune di Milano, ha presentato alla Provincia di Modena domanda (ns. prot. 45804/8.9.5 del 12/5/2011) per ottenere l’autorizzazione alla costruzione e all’esercizio dell’impianto fotovoltaico in oggetto, denominato “SV Nonantola I”.
Procedure in materia di impatto ambientale L.R. n. 9 del 18 maggio 1999 e successive modifiche ed integrazioni - Titolo III - Procedura congiunta di VIA e di autorizzazione unica alla costruzione e all’esercizio dell’impianto idroelettrico sul torrente Ceno, denominato “Ceno” – Impianto elettrico da ubicarsi in comune di Varano de’ Melegari – Provincia di Parma – proposto da S.P.E. Società Parmense Elettricità Srl con sede in 43123 Parma – Strada Argini Parma n. 67 - Leggi 9/99 s.m.i. e DLgs 152/06 s.m.i., DLgs 387/03 s.m.i., DPR 327/01 s.m.i. e L.R. 37/02 s.m.i.;La Regione Emilia-Romagna - Servizio Valutazione impatto e Promozione sostenibilità ambientale, Autorità competente per la valutazione di impatto ambientale, e la Provincia di Parma, Autorità competente per il rilascio dell’autorizzazione unica ai sensi dell’art. 12 del DLgs 387/03 e s.m.i., avvisano che ai sensi del Titolo II della L.R. 18 maggio 1999, n. 9, come integrata dal decreto legislativo 3 aprile 2006, n. 152 e come modificato dal DLgs 16 gennaio 2008, n. 4, sono stati depositati, per la libera consultazione da parte dei soggetti interessati, il SIA ed il relativo progetto definitivo, prescritti per l’effettuazione della procedura di VIA e del procedimento di richiesta di concessione di derivazione di acque pubbliche e degli eventuali procedimenti espropriativi, relativi alla realizzazione dell’impianto idroelettrico della “S.P.E. Società Parmense Elettricità Srl”.
DLgs 115/08 e L. 241/90 – Procedura unica per l’autorizzazione di un impianto di cogenerazione alimentato a gas naturale, in Via Giardini Nord, comune di Pavullo n/F. Proponente: Mirage Granito Ceramico SpA - Avviso di deposito;La Provincia di Modena avvisa che il giorno 11/4/2011, la Società Mirage Granito Ceramico SpA di Pavullo n/F ha presentato alla Provincia di Modena la domanda per ottenere l’Autorizzazione unica alla realizzazione ed all’esercizio di un impianto di cogenerazione alimento a gas naturale in Via Giardini Nord, comune di Pavullo n/F.
Procedure in materia di impatto ambientale L.R. 18 maggio 1999, n. 9, come integrata ai sensi del DLgs 3 aprile 2006e successive modifiche e integrazioni - Titolo III - Procedura di Valutazione di impatto ambientale effettuata d’intesa con la Regione Toscana relativa al progetto di realizzazione di un parco eolico “Poggio Tre Vescovi – Fresciano” localizzato nei comuni di Verghereto (FC), Casteldelci (RN) e Badia Tedalda (AR) all’interno della procedura di rilascio della Autorizzazione Unica ex art. 12 del DLgs 387/03, per la costruzione e l’esercizio dell’impianto eolico, delle opere ed infrastrutture ad esso connesse, comportante variante urbanistica, apposizione del vincolo preordinato all’esproprio e dichiarazione di pubblica utilità, ex artt. 11 e 16 del DPR 327/01, artt. 3 e 4 bis della L.R. 10/93, relativamente alle opere connesse ;La Regione Emilia-Romagna - Servizio di Valutazione Impatto e Promozione Sostenibilità Ambientale, autorità competente per l’effettuazione della Valutazione di Impatto Ambientale nei casi previsti dalla normativa vigente e le province di Rimini e Forlì-Cesena, autorità competenti per il rilascio della Autorizzazione Unica per i territori di propria competenza, avvisano che, ai sensi del Titolo III della L.R. 9/1999, sono stati depositati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l’effettuazione della procedura di VIA, il SIA e il progetto definitivo, relativi al:
DLgs 115/08 e L. 241/90 – Procedura unica per l’autorizzazione di un impianto di cogenerazione alimentato a gas naturale presso l’Ospedale Sant’Agostino ed Estense, in località Baggiovara, in comune di Modena. Proponente: Azienda USL di Modena. Avviso di deposito;La Provincia di Modena avvisa che il giorno 30/3/2011, l’Azienda USL di Modena ha presentato alla Provincia di Modena la domanda per ottenere l’autorizzazione unica alla realizzazione ed all’esercizio di un impianto di cogenerazione alimento a gas naturale presso l’Ospedale Sant’Agostino ed Estense, in località Baggiovara, in comune di Modena.
Valutazione di impatto ambientale e autorizzazione unica relativa al progetto per la realizzazione di un polo per le energie rinnovabili sito in Via Carrarone n. 3 nel comune di Russi (RA) - Riconversione ex zuccherifici Eridania SADAM Spa proposto da Powercrop Spa. Presa d'atto determinazioni Conferenza di Servizi (L.R. 9/99 e Dlgs 152/06) e autorizzazione costruzione ed esercizio. (LR 26/04);
Avviso di avvio del procedimento amministrativo per l'autorizzazione unica del metanodotto denominato “Allacciamento al Comune di Sala Bolognese 2a presa DN 150 (6”) – P 75 bar”, proposto da Snam Rete Gas SpA, facente variante allo strumento urbanistico vigente, con contestuale dichiarazione di pubblica utilità dell'infrastruttura energetica di trasporto di gas naturale ed apposizione del vincolo preordinato all’esproprio/servitù coattiva/occupazione temporanea delle aree non disponibili. Avviso di deposito per la libera consultazione degli interessati.del progetto e dell'elaborato descrittivo delle aree interessate dal vincolo espropriativo e dei nominativi degli attuali proprietari, secondo le risultanze dei registri catastali;"La Dirigente del Servizio di Pianificazione Ambientale della Provincia di Bologna comunica che a seguito della positiva conclusione della procedura ministeriale di V.I.A. sul progetto denominato “Poggio Renatico-Cremona” (cfr. Decreto Ministero Ambiente, Tutela del Territorio e del Mare del 15/6/2010), la ditta Snam Rete Gas SpA (sede legale: San Donato Milanese (Mi), Piazza Santa Barbara n. 7; uffici in Reggio Emilia, Via Meuccio Ruini n. 8) il 26/6/2009 ha presentato presso la competente Amministrazione provinciale di Bologna, Servizio di Pianificazione Ambientale, U.O. Energia, una istanza per il rilascio, ai sensi dell’art. 52 del DPR 327/01, dell’Autorizzazione Unica alla costruzione ed esercizio del nuovo metanodotto, il cui progetto è denominato “Allacciamento al Comune di Sala Bolognese 2 presa DN 150 (6”), pressione massima 75 bar”. Con l’acquisizione di tale istanza, opportunamente integrata dal proponente a livello documentale lo scorso 17/12/2010, è stato dato avvio al procedimento unico comportante la disamina del progetto a cura di una Conferenza dei Servizi, indetta e convocata dall’Autorità provinciale, quale Autorità procedente ai sensi dell’art. 3, comma 1, lett.b) L.R. 26/04. "
Procedura di VIA relativa al progetto di realizzazione di un impianto di produzione di energia elettrica da fonte rinnovabile eolica nei comuni di Albareto e Tornolo in provincia di Parma all’interno della procedura di rilascio della nuova Autorizzazione Unica ex art. 12 del D.Lgs. 387/03 s.m.i., di competenza della Provincia di Parma, per la costruzione e l’esercizio dell’impianto eolico, delle opere ed infrastrutture ad esso connesse, comportante apposizione del vincolo preordinato all’esproprio e dichiarazione di pubblica utilità, ex artt. 11 e 16 del D.P.R. 327/01 e s.m.i., artt. 3 e 4 bis della L.R. 10/93 e s.m.i., relativamente alle opere connesse – Ripubblicazione a seguito di presentazione di integrazioni volontarie (variante rilevante per il pubblico ex art 26 del DLgs 152/06 s.m.i.);"La Provincia di Parma, autorità competente per il rilascio delle Autorizzazioni Uniche alla costruzione, potenziamento, rifacimento, modifica, totale o parziale, riattivazione ed all’esercizio di tutti gli impianti per la produzione di energia elettrica da fonte rinnovabile di potenza termica superiore a 50 MW, e in particolare degli impianti eolici di potenza elettrica superiore a 60 kW e l’effettuazione della Valutazione di Impatto Ambientale nei casi previsti dalla normativa vigente, avvisa che, ai sensi del Titolo III della L.R. 9/99 come integrata ai sensi del D.Lgs. 152/06, modificato dal D.Lgs 4/08 e dal D.Lgs. 128/10, sono stati depositati per la libera consultazione da parte dei soggetti interessati gli elaborati integrativi presentati che definiscono la variante, il S.I.A. e il progetto definitivo relativi al: progetto di realizzazione di un impianto di produzione di energia elettrica da fonte rinnovabile eolica; localizzato: località Monte La Rocca in comune di Albareto e Tornolo, provincia di Parma; presentato da: Oppimitti Costruzioni Srl."
Procedure in materia di impatto ambientale, L.R. 18 maggio 1999, n. 9, come integrata ai sensi del DLgs 3 aprile 2006 e successive modifiche e integrazioni. Titolo III - Procedura di VIA relativa al progetto di realizzazione di un impianto di produzione di energia elettrica da fonte rinnovabile eolica nei comuni di Albareto e Tornolo in provincia di Parma, all’interno della procedura di rilascio della Autorizzazione unica ex art. 12 del DLgs 387/03, di competenza della Provincia di Parma, per la costruzione e l’esercizio dell’impianto eolico, delle opere ed infrastrutture ad esso connesse, comportante apposizione del vincolo preordinato all’esproprio e dichiarazione di pubblica utilità, ex artt. 11 e 16 del DPR 327/01 e s.m.i., artt. 3 e 4 bis della L.R. 10/93 e s.m.i., relativamente alle opere connesse – Ripubblicazione a seguito di presentazione di integrazioni volontarie;La Regione Emilia-Romagna - Servizio di Valutazione Impatto e Promozione Sostenibilità Ambientale, autorità competente per l’effettuazione della Valutazione di Impatto Ambientale nei casi previsti dalla normativa vigente e la
Procedura di autorizzazione unica di cui al DLgs 387/03 relativa ad un nuovo impianto per la produzione di energia da fonte rinnovabile di tipo eolico in comune di Bettola – loc. Prato Barbieri - presentato dalla Società Oppimitti Energy Srl in variante allo strumento urbanistico generale comunale;L’Autorità competente - Provincia di Piacenza - avvisa che sono depositati, per la libera consultazione da parte dei soggetti interessati, gli elaborati di progetto concernenti la realizzazione di un nuovo impianto per la produzione di energia da fonte rinnovabile eolica. L’intervento prevede anche la variante agli strumenti urbanistici vigenti del Comune di Bettola, ai sensi dell’art. 36-octies della L.R. 20/00 e succ. mod. e int.
Avviso di deposito ai sensi dell'art. 11, comma 2 L.R. 37/02, degli elaborati relativi alle aree interessate dal vincolo di esproprio/servitù coattiva/occupazione temporanea da apporsi con autorizzazione unica ex art. 52 sexies DPR 327/01, all'allacciamento del metanodotto DN 100 al comune di Minerbio, da dichiararsi di pubblica utilità e comportante variante allo strumento urbanistico comunale;La Dirigente del Servizio di Pianificazione Ambientale della Provincia di Bologna, Autorità procedente ai sensi dell’art. 3, comma 1, lett.b) L.R. 26/04 e art. 11 L.R. 37/02, comunica che a fronte del buon esito della procedura ministeriale di VIA (provv. interministeriale P.G. 581 del 15/6/2009) espletata sul progetto denominato “Poggio Renatico-Cremona”, con istanza P.G. 234320 del 29/6/2009 (integrata in data 7/1/2011 con nota P.G. 1295/2011) presentata da Snam Rete Gas SpA, presso l’U.O. Energia è stata avviata la procedura per il rilascio ai sensi dell’art. 52 sexies del DPR 327/01 dell’Autorizzazione unica alla costruzione e all’esercizio del nuovo metanodotto denominato “allacciamento al comune di Minerbio (DN100, 4”, pressione massima 75bar), con valenza di variante allo strumento urbanistico comunale vigente, dichiarazione di pubblica utilità e di apposizione del vincolo preordinato all’esproprio/servitù coattiva/occupazione temporanea delle aree individuate nella planimetria a corredo degli elaborati progettuali.
Procedura congiunta di VIA volontaria e Autorizzazione Unica ai sensi del DLgs 387/03 per impianto fotovoltaico da realizzarsi presso l’Area Ex Marini in San Biagio di Argenta. Sipro SpA. Avviso di deposito;L’Autorità competente Provincia di Ferrara – P.O. Sviluppo Sostenibile e P.O Mobilità ed Energia- avvisa che, ai sensi del titolo III della L.R. 9/99 come integrata dal D.Lgs 152/06 e smi, sono stati presentati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l’effettuazione su base volontaria della procedura di valutazione di impatto ambientale e congiunta Autorizzazione Unica relativi al
Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto eolico di potenza di 200 kWp e dell'impianto elettrico a 15kV di connessione alla rete, in comune di Casola Valsenio (RA) – Proponente: Società Senio Energia Srl – Avviso di deposito - Rif. Pratica: Impianto Eolico Frassineta - Codice di rintracciabilità: T0030729, T0030714 ;La Provincia di Ravenna avvisa che, in data 20/12/2010, il sig. Tartagni Dino, in qualità di legale rappresentante della Società Senio Energia Srl
"DLgs 387/2003 - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto di produzione di energia elettrica da fonti rinnovabili (biogas da prodotto dalla digestione anaerobica di biomasse di origine agricola) di potenzialità pari a 999 KWe e dell'impianto elettrico a 15kV di connessione alla rete, in località Villa Prati, in comune di Bagnacavallo (RA) - Proponente: Ditta Bagnacavallo Energia di Bagnacavallo - Avviso di deposito - Rif. Pratica: ""V. CHIARA PROD"" - Codice di rintracciabilità: T0165521 ";La Provincia di Ravenna avvisa che, in data 20/12/2010, il sig. Ricci Mauro, in qualità di legale rappresentante della impresa Bagnacavallo Energia Società Cooperativa Agricola
Avviso di deposito domanda per la costruzione ed esercizio di un elettrodotto nell'ambito dell'autorizzazione unica per la realizzazione ed esercizio di impianto a fonte rinnovabile;"Ai sensi dell’art. 12 del D.Lgs. 387/03 e s.m.i. nonché del DPR 327 dell’8 giugno 2001, della LR 37/2002 e della LR 10/93 sono stati depositati, per la libera consultazione da parte dei soggetti interessati, il progetto definitivo e la documentazione tecnica prevista dalla legge: Progetto denominato “Podere San Cassiano” per la produzione di energia elettrica fotovoltaica nel Comune di Baiso (RE) presentato da Becquerel Electric S.r.l. – Via Livatino n. 9 – 42124 Reggio Emilia (RE). L’intervento interessa il territorio del Comune di Baiso in Provincia di Reggio Emilia. Il progetto prevede la realizzazione di un impianto fotovoltaico ed opere connesse per la produzione di energia rinnovabile. La linea di collegamento alla rete Enel sarà caratterizzata da tensione 15 kV. Trattasi in particolare di linea sotterranea con cavo MT tripolare ad elica visibile con conduttori in alluminio, sezione cadauno 185 mm2; lunghezza Km. 1,350."
D.Lgs. 387/03 e L. 241/90 – Procedura unica per l’autorizzazione di un cogeneratore alimentato da rifiuti a base legnosa, da realizzare in Via Archimede n. 175, in comune di Soliera (MO) – Proponente: Chimar SpA. Avviso di deposito;La Provincia di Modena avvisa che il 29/11/2010, la Società Chimar SpA, con sede legale in Via Archimede n. 175, in comune di Soliera, ha presentato alla Provincia di Modena, domanda (ns. prot. 108751/8.9.5 dell’1/12/2010) per ottenere l’autorizzazione del progetto di un cogeneratore della potenza di 75 kWe alimentato da rifiuti a base legnosa, da realizzare presso lo stabilimento di Via Archimede n. 175, in comune di Soliera. L’istanza è stata perfezionata il giorno 25/1/2011 con la presentazione di nuovi elaborati progettuali integrativi.
Art. 3, comma 1, L.R. 10/93 - Avviso di emessa autorizzazione alla costruzione ed esercizio di un elettrodotto a favore di Sant'Agata Srl nell'ambito del procedimento unico per il rilascio dell'Autorizzazione unica alla costruzione ed esercizio di un impianto per la produzione di energia rinnovabile da biomasse, ai sensi dell'art. 12 del DLgs 387/03, nell'area industriale dell'ex Salumificio Goldoni, Via Ghiarone 2/1, comune di Sant'Agata Bolognese;L’Amministrazione provinciale di Bologna, in persona del Dirigente del Servizio di Pianificazione ambientale, rende noto che con determinazione dirigenziale n. 1142 del 23/12/2010 -P.G.20698/2010- fascicolo 11.15.5/7/2009, è stata rilasciata a favore di Sant’Agata Energy Srl (sede legale in Via Ghiarone 2/1, comune di Sant’Agata Bolognese), l’autorizzazione unica alla costruzione ed esercizio di un impianto a biomasse a norma dell’art. 12 del DLgs 387/03, comprensiva dell’autorizzazione (P.G. 131597 del 27/07/2010 Cl. 8.4.2/89/2009, alla costruzione ed esercizio, ai sensi dell’art. 2, comma 1, della L.R. 22/2/1993, n. 10 e s.m.i., delle opere elettriche costituite da una nuova linea elettrica in cavo sotterraneo cordato ad elica a 15 KV, della lunghezza di circa 2,205 Km e di una nuova cabina di consegna a media tensione, quali infrastrutture ed opere connesse all’impianto FER da insediare su terreni rientranti nella disponibilità del proponente.
Procedure in materia di impatto ambientale L.R. 18 maggio 1999, n. 9 come integrata ai sensi del DLgs 3 aprile 2006 e successive modifiche e integrazioni - Titolo III - Procedura di valutazione di impatto ambientale relativa al progetto di revamping del parco eolico già in esercizio, con una potenza totale di 3,5 MWp, in località Monte Galletto - Comune di San Benedetto Val di Sambro, all’interno della procedura di rilascio della nuova autorizzazione unica ex art. 12 del DLgs 387/03, di competenza della Provincia di Bologna, per la costruzione e l’esercizio dell’impianto eolico, delle opere ed infrastrutture ad esso connesse, comportante apposizione del vincolo preordinato all’esproprio e dichiarazione di pubblica utilità, ex artt. 11 e 16 del DPR 327/01 e s.m.i., artt. 3 e 4 bis della L.R. 10/93 e s.m.i., relativamente alle opere connesse. Proponente Edison Energie Speciali SpA;La Provincia di Bologna - Servizio di Pianificazione ambientale, Autorità competente per il rilascio delle autorizzazioni uniche alla costruzione, potenziamento, rifacimento, modifica, totale o parziale, riattivazione ed all’esercizio di tutti gli impianti per la produzione di energia elettrica da fonte rinnovabile di potenza termica superiore a 50 MW, e in particolare degli impianti eolici di potenza elettrica superiore a 60 kW. e la Regione Emilia-Romagna - Servizio di Valutazione impatto e Promozione sostenibilità ambientale, Autorità competente per l’effettuazione della valutazione di impatto ambientale nei casi previsti dalla normativa vigente, avvisano che, ai sensi del Titolo III della L.R. 9/99 come integrata ai sensi del DLgs 152/06, modificato dal DLgs 4/08 e dal DLgs 128/10, sono stati depositati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per lo svolgimento della procedura di VIA, ovvero il SIA e il progetto definitivo relativi al progetto di riqualificazione (revamping) dell’impianto eolico già in esercizio in località Monte del Galletto, comune San Benedetto Val di Sembro, presentato da Edison Energie Speciali SpA.
Pronuncia interlocutoria negativa della Giunta provinciale di Bologna sulla compatibilità ambientale del progetto di impianto fotovoltaico della potenza nominale complessiva di 1999,43 kwp proposto da Sunergy Srl nel Comune di Baricella, Via Marchette, assoggettato alla procedura di valutazione di impatto ambientale di competenza dell’Autorità provinciale di Bologna. Conseguente rigetto dell’istanza congiunta di rilascio del parere motivato di VIA e dell’autorizzazione unica per la costruzione e l’esercizio di tale tipologia di impianto F.E.R.;La Provincia di Bologna, Autorità competente ai sensi del Titolo II della L.R. 9/99 e s.m.i., in persona della Dirigente del Servizio Pianificazione ambientale, dr.ssa Valentina Beltrame, nel rispetto di quanto disposto dall’art. 16, comma 3 della L.R. 9/99 e s.m.i., comunica la decisione assunta nel merito della procedura amministrativa di VIA avviata su istanza di Sunergy Srl circa un progetto di impianto fotovoltaico appartenente alla categoria B2.5, che interessa il territorio del comune di Baricella e la provincia di Bologna. L’esecutivo provinciale con propria deliberazione n. 521 del 30/11/2010 ha pertanto statuito di:
Procedure in materia di impatto ambientale L.R. n. 9 del 18 maggio 1999 e successive modifiche ed integrazioni - Titolo III - Procedura congiunta di V.I.A. e di Autorizzazione Unica alla costruzione e all’esercizio degli impianti idroelettrici della “Canonica” e dello “Scaricatore” da ubicarsi a Casalecchio di Reno (BO), proposti dalla Ditta SIME ENERGIA S.r.l. e dal Consorzio della Chiusa di Casalecchio e del Canale di Reno;La Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale, Autorità competente per la Valutazione di Impatto Ambientale, e la Provincia di Bologna, Autorità competente per il rilascio dell’Autorizzazione unica ai sensi dell’art. 12 del DLgs 387/03, avvisano che ai sensi del titolo II della L.R. 18 maggio 1999, n. 9, come integrata dal Decreto Lgs. 3 aprile 2006, n. 152 e come modificato dal DLgs 16 gennaio 2008, n. 4, sono stati depositati, per la libera consultazione da parte dei soggetti interessati, il SIA ed il relativo progetto definitivo, prescritti per l’effettuazione della procedura di VIA e del procedimento di rinnovo della concessione di acque pubbliche e degli eventuali procedimenti espropriativi, relativi alla realizzazione degli impianti idroelettrici della “Canonica” e dello “Scaricatore”
DLgs 387/2003 - Procedura unica per l’autorizzazione alla costruzione ed all’esercizio di un impianto fotovoltaico a terra di potenza di 99,9 kW, in via San Ruffillo, in comune di Casola Valsenio (RA) – Proponente Comune di Casola Valsenio (RA) – Avviso di deposito;La Provincia di Ravenna avvisa che, il giorno 2/11/2010, il Sig. Iseppi Nicola, Sindaco del Comune di Casola Valsenio (RA) ha presentato domanda per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto fotovoltaico per la produzione di energia elettrica della potenza di 99,9 kW, da realizzare in Via San Ruffillo, in comune di Casola Valsenio (RA).
Procedura congiunta di VIA volontaria e Autorizzazione Unica ai sensi del Dlgs 387/03 per impianto fotovoltaico e relative opere connesse da realizzarsi in comune di Ro, Via Vigara. Ditta Solen Srl. Avviso di deposito;L’Autorità competente Provincia di Ferrara – PO Sviluppo Sostenibile e PO Mobilità ed Energia - avvisa che, ai sensi del Titolo III della L.R. 9/99 come integrata dal DLgs 152/06 e smi, sono stati presentati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l’effettuazione su base volontaria della procedura di valutazione di impatto ambientale e congiunta autorizzazione unica relativi al
"Pubblicazione per estratto della deliberazione di Giunta provinciale n. 453 del 19/10/2010 ad oggetto ""Pronuncia interlocutoria negativa di compatibilità ambientale del progetto definitivo di un impianto fotovoltaico a terra, di potenza pari a 2999,43 KWP, proposto da Sunergy Srl nel comune di Medicina ed assoggettato a procedura di valutazione di impatto ambientale di competenza dell'Autorità provinciale di Bologna. Rigetto delle istanze di rilascio di VIA e di autorizzazione unica per la costruzione e l’esercizio dell’impianto F.E.R."" ";L’Autorità competente, Provincia di Bologna, in persona della Dirigente del Servizio Pianificazione Ambientale, dr.ssa Valentina Beltrame, ai sensi dell’art. 16,comma 3, L.R. n. 9/1999 e s.m.i. comunica la decisione relativa alla procedura di V.I.A. e a quella integrata di A.U. in ordine all’impianto fotovoltaico proposto da Sunergy Srl nel Comune di Medicina. Il progetto appartiene alla categoria B2.5 ed interessa il territorio del comune di Medicina e della provincia di Bologna.
